,title,writer,illustrator,genre,story,platform,thumb,url
249,불사신왕무쌍기,two cats,two cats,"액션, 무협","심장병으로 몸이 약했던 진현. 어느 날 우연히 고양이로 인해 '불사신석'의 주인이 되고, 그로 인해 불사신의 몸으로 변하게 된다. 
강철같은 피부와 죽지 않는 몸, 갖은 무공 스킬들, 정말 무적이나 다름없는 존재가 되었으나, 큰 힘을 가지며 그만큼 이를 빼앗으려는 이들도 등장하는 법.
불사신석을 노리는 무리들 덕에 하루도 몸이 남아나질 않는다.
엎친 데 덮친 격으로 '천겁'이라는 세계멸망을 막아야 하는 사명까지 주어지게 된 몸!
진현은 과연 불사신석을 무사히 지켜내고, 세계멸망을 막아낼 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=eWxXA/hyF26rtMBK/PgFnrCk03U52ZF9KOnyPV1&filename=th2,https://page.kakao.com/home?seriesId=55998127
250,황후 시뮬레이션,"미피, 구구구구, 왕새우","미피, 구구구구, 왕새우","로맨스, 판타지","친구가 만든 배드 엔딩만 가득한 연애 시뮬레이션 게임.
그 게임 속 주인공으로 들어와 버렸다!

그런데 게임 클리어에 실패해서 죽으면 현실에서도 죽는다고?

의무 교육 9년에 수능까지 치른 지성인인 나, 강차희.
이번엔 기필코 메인 미션을 클리어하고 사이다로 마무리 하겠어!

""꿈속에서 그쪽을 본 적이 있어요.""
""그런 허튼소리가 내게 통할 것 같소? 그래서? 나의 무엇을 보았소?""

아니, 시작부터 꼬여버렸나…?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=9Cacs/hyATuEkQo7/pqwmuO0KfhiCabCENHrfm1&filename=th2,https://page.kakao.com/home?seriesId=54666603
251,죠르디 24시,죠르디,김그래,드라마만화,"초록벌레? 악어? 파프리카?

소소하지만 행복하고 짠내나지만 귀여운
취준공룡 죠르디의 일상다반사!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=wGVnL/hyCvm4Hptq/Zut5sNgdDTyfXycWIMfkw0&filename=th2,https://page.kakao.com/home?seriesId=54427943
252,"엄마는 외국인 시즌3,4",박성훈,박성훈,드라마만화,한국 아줌마화에 백프로 적응한 외국인 엄마와 그 가족의 좌충우돌 코믹이야기,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=pgJii/hyATwuYfpa/vH6to2K5x0NsNWRD5KbNjK&filename=th2,https://page.kakao.com/home?seriesId=48225112
253,차원이동했더니 모두 나에게 껌뻑죽어,네네,네네,드라마만화,"여고생 18세. 
교통사고 이후 신을 만나 쾌걸 근육녀로 이세계에 다시 태어나다?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=kiocM/hyLjfJlmgc/i6GrqkAkUgytSWfWkkFeF1&filename=th2,https://page.kakao.com/home?seriesId=55897596
254,에뷔오네 [컬러판],김영희,김영희,"로맨스, 판타지","로맨스 판타지의 거장 김영희 작가의 
<에뷔오네> 올컬러 리메이크 재탄생!!

아름다운 바다와 그보다 더 아름다운 바다의 왕. 
그는 바다 속 고귀한 삶을 버리고 마녀와 계약한 채, 
태양처럼 눈부신 공주를 찾아 육지로 올라오는데… 

당신이 기억하는 <인어공주>의 전설을 뒤흔들 
바다 왕과 태양 빛 공주의 강렬한 사랑 이야기!

<에뷔오네>컬러판 매주 화요일 업데이트!!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=w1ekv/hyLjhgNhAx/8NSMmEiMxcqrKPYukEK2hk&filename=th2,https://page.kakao.com/home?seriesId=56214636
255,완벽한 세계,CHENDONG,HOUSAILEI,소년만화,"강대한 몬스터들이 날뛰는 세계, 인간의 존재는 그들 앞에서 작아질 수밖에 없다. 
약한 몬스터를 사냥하며 생계를 이어가는 스톤 빌리지의 사람들, 그리고 몬스터의 젖을 먹고 자란 5살배기 괴력 소년 노아. 조용히 살아가려 하는 사람들에게 한차례 또 한차례의 재난이 들이닥치고 천진난만할 수만은 없게 된 노아는 잃어버린 과거의 기억을 되찾고 자신의 운명을 받아들여야만 한다. 
약육강식의 세계는 어린 노아에게 위험하기만 한데…",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=feS7f/hyCviIcpNq/BWNBoi0eV4oEkops2fzSFK&filename=th2,https://page.kakao.com/home?seriesId=50566774
256,에이스튜던트,사이,강갱,드라마만화,"""선생님! 저를 다시 1등으로 만들어 주세요!"" 

어려서부터 자신을 괴롭혀왔던 1등에 대한
강박과 트라우마로 괴물이 되어버린 장규현. 

1등이 아니고선 살아갈 수 없던
치열하고 처절한 그의 이야기가 시작된다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cMT7Aw/hyF3bsOirg/0yULKCEKZT77Fi1KXMHyuk&filename=th2,https://page.kakao.com/home?seriesId=56037034
257,그 황제가 남편을 만드는 법,지진,화과,로맨스,"천하가 내 발 밑에 있었다. 

눈에 차는 미남을 손끝으로 부렸다. 
무소불위의 권력을 누리던 여제였건만,
어느날 갑자기 모든 걸 잃는 불행이 찾아온다. 
사람들이 내 얼굴을 보고도 모른 척하고, 
암살자의 살의가 시시각각 조여온다. 
그러다 마지막에 몸을 숨긴 곳은 앙숙의 집이었는데!
그런데 이 앙숙, 사실 내 취향이다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dossLh/hyF23Hmwek/ZacAzBnKXGGYrU9iXLpkIk&filename=th2,https://page.kakao.com/home?seriesId=55125856
258,나는 너를 모른다,태양,태양,드라마만화,"[나는 우리가 서로를 잘 알고 있다 착각했다.]

드라마 작가 지망생 ‘감사’는 오래 사귄 남자친구 ‘지호’가 같은 동아리 선배인 ‘은경’과 유사 연애를 하고 있단 사실을 알게 되어 이별을 통보한다. ‘정말 후회할 거다.’란 남자친구의 말을 뒤로 하고 일상으로 돌아간 '감사'. 얼마 뒤, 형사가 찾아온다. ‘지호’와 ‘은경’과 숨진 채 모텔에서 발견되었으며, 사인은 동반 자살로 추정된다고. 갑작스러운 사고 소식에 마음을 추스릴 정신도 없는 그때, 그전까지는 한 번도 겪어본 적 없는 낯선 일들이 벌어지기 시작한다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=0BYY3/hyF26qtbBj/0WKqhyA98GreGes2wJtbVK&filename=th2,https://page.kakao.com/home?seriesId=55393410
259,"라이언, 더 라이언","카카오, 카카오페이지","카카오, 카카오페이지",드라마만화,"라이언은 원래 사자다?!

아무도 몰랐던 라이언의 컴플렉스,
갈기 없는 사자 라이언의 진짜 속마음 이야기",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=XqMs2/hyF28Ji2ZM/TTEKBbJ5pPokhkeZ5Tasp0&filename=th2,https://page.kakao.com/home?seriesId=55850983
260,악마가 사랑하면 안되나요?,Usamaru,Usamaru,로맨스,"두 번째 첫사랑도 너와 할 거야.

마왕의 딸인 악마 '노아'와, 악마의 천적인 천사 '이자야'는 서로 연인이었다.
그러나 어느 날, 이자야는 누군가에 의해 죽고 만다.
슬픔에 잠긴 노아에게, 이자야가 인간으로 환생했다는 놀라운 소식이 도착한다.
노아는 이자야와 다시 만나기 위해 인간계에 내려가지만, 그곳에서 그는…….  Usamaru/funguild",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=VtmnM/hyEdhnTPzY/wjtyXyRGRLq15VKUT90XuK&filename=th2,https://page.kakao.com/home?seriesId=55486523
261,꽃밭에서,은조,은조,드라마만화,"행방불명 된 아버지 상완을 애타게 찾던 수아(주인공). 상완이 실종 된지 1년 째, 병원 측의 연락으로 무사히 상완과 재회한다. 
그러나 상완은 교통사고 후유증으로 아무것도 기억하지 못하는 상태였다. 한편, 경찰 측은 상완의 교통사고 현장에서 살해 피해자를 발견해, 당시 현장에 있었던 상완을 용의자로 지목한다. 계속되는 수사 속에 상완을 친 뺑소니 범이 구속되고, 혐의가 풀린 상완은 기억을 되찾는 일에 열중한다. 그러나 기억을 찾으면 찾을수록 과거의 자신에 혼란을 느끼게 되는데…",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=Ro1zQ/hyZ8uspw8G/pzlU4kMIhM1OifJD7oPQCk&filename=th2,https://page.kakao.com/home?seriesId=56296011
262,너만 유혹할래,XJ,LAN KA,로맨스,"정우빈은 인기 최고의 양호 선생님이다.

재벌2세 출신에 뛰어난 인품과 외모는 여러 사람을 반하게 한다.

어릴 때부터 모든 여자들에게 그는 ""백마 탄 왕자”였다.

그러나 새 학기부터 처음 만난 김정아에게 인기투표에서 밀려버린다.

백마 탄 왕자의 체면을 만회하기 위해 정우빈은 인기녀 김정아에게 도전하기로 결심한다.

애인력 MAX의 여선생 X 츤데레 왕자님!! 가슴 두근거리는 로맨틱 코미디가 시작된다.
ⓒXJ/LAN KA",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bpIigO/hyCvfZsoCN/VgOBnOfkfRBqFa1CqHTddk&filename=th2,https://page.kakao.com/home?seriesId=54212356
263,미러게임,해맑음,바오롱,드라마만화,"유튜브 영상 만으로 자살 최면을 걸어버린 K, 그를 막기 위한 형사 차지현과 자신의 기억을 잃어버린 서진우의 고군분투!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=vv5Mo/hyzTXOcyPM/g1pEO4ShsGd8KvxsfFdHK1&filename=th2,https://page.kakao.com/home?seriesId=53635132
264,특수요원 무림으로 가다,이동군,도료,"액션, 무협","특수요원인 하륜은 어느 날 조직에게 배신을 당하고 죽음을 맞게 된다. 눈을 뜬 그 앞에 나타난 NPC 비천, 그녀는 그에게 시스템 세계인 구황세계에서 새로운 삶을 시작하라고 한다. 단, 그에게 주어진 임무를 완수해야 그 세계에서 살아남을 수 있다고 하는데… 

주어진 임무, 수련을 통해 늘어나는 실력, 그는 구황세계에서 무사히 살아남을 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bkR73x/hyCvgqehzp/aEMktBHjrwR5dDPJ0GjP90&filename=th2,https://page.kakao.com/home?seriesId=54128947
265,주정,"신나리, 윤준",노찬주,드라마만화,주정이 힘든 사회생활을 견디게 해주는 버팀목은 오직 술 뿐! 어느 날 우연히 천계의 정령이 깃든 명주를 마시고 소주와 맥주 정령과 얽히면서 그녀의 인생에 믿을 수 없는 일들이 펼쳐지는데…,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cOhLsY/hyfMJoklLa/mEnyZX38x5KsSWhoqp5jL1&filename=th2,https://page.kakao.com/home?seriesId=52781822
266,맨해튼 프로젝트,스타클라우드,판슈,소년만화,"승자가 모든 것을 갖는다. 그래서 무조건 승자가 되어야 한다. 
복수의 스케일이 다르다. 거대조직 사이버그룹은 인간의 뇌에서 기억과 재능을 추출해 메모리/재능 칩으로 만들어 타인의 몸에 입/출력 가능한 미네르바칩을 개발한다. 
이른바 맨해튼 프로젝트. 금융시장에서 떠오르는 루키로 불리는 라이언은 국제적 감각과 금융지식을 갖춘 천재 CEO, 
하지만 파트너의 배신으로 사이버그룹의 실험체가 되어 자신의 전문지식과 재능을 빼앗기고 인생이 순식간에 나락으로 떨어지고 만다.
하지만 완벽한 계획으로 재능칩을 갖고 실험실을 탈출하여 맨해튼 프로젝트를 부술 거대한 복수를 꿈꾸며 홍콩을 향한다.

제공: 텐센트",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bSkdVg/hyCvjtoQM2/1rXv6Mlfz2RiqcvnznrSJk&filename=th2,https://page.kakao.com/home?seriesId=54044084
267,실험체 7호,양투금,양투금,소년만화,"일반적으로 설명할 수 없는 생물과 사건을 연구하는 '이상 현상 연구소'에서 보디가드로 일하고 있던 유다일은
어느 날 수수께끼의 인물에 의해 죽음에 직면하게 되지만,
시원체 1호의 신체 조직을 이식받아  '실험체 7호'로서 다시 태어나게 된다.
하지만 시원체 1호의 신체 조직을 둘러싼 쟁탈전이 벌어지면서, 점점 그 안에 숨겨진 비밀이 드러나기 시작하는데…?
과연 유다일은 재앙으로부터 인류와 사랑하는 사람을 지킬 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=FUmne/hyCvmD0ylA/F5KKKn9gg4D3QoCK8YNN1K&filename=th2,https://page.kakao.com/home?seriesId=53670534
268,난세신벌,진효,진효,"액션, 무협","폭군 주황과 요녀 달연의 횡포로 병들고 썩어가는 상나라.

승상부 여식, 류초아도 황궁의 횡포를 피해갈 수 없었다. 
바로 승상 류용의 일족을 몰살하란 황명으로 하루아침에 가족을 잃어버린 것!
그 후로 가족의 복수를 위한 칼날을 갈던 중, 아버지와 연이 닿았던 백 가(家)의 도련님을 만나게 되는데...
궁 내부에선 각종 음모가 난무하고, 궁 밖에선 피 튀기는 결투가 끊이질 않는 세국에서
초아의 복수와 혼돈에 빠진 강호는 과연 어떻게 될 것인가!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cXXKW6/hyCvjOjRcQ/bz7Rk03IWAgISztmAsidaK&filename=th2,https://page.kakao.com/home?seriesId=54464619
269,북명의 아들,동각서,동각서,드라마만화,"1년 내내 눈보라가 치는 황량한 그곳, 북명에는 월정족과 천랑족이 살고 있었다. 국왕은 이들에게 잘 보이기 위해 공물과 공녀를 바치기로 하는데, 사실 그 공녀들 속에는 실종된 오빠를 찾기 위해 잠입한 여장군이 있었다. 그녀는 실종된 오빠를 찾는 것 외에 ‘북명의 아들 암살’이라는 임무를 받게 된다. 하지만 임무를 수행하다가 그에 얽힌 거대한 음모가 있음을 알게 되는데…",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dxxi91/hyATxgmkM9/IcWbEiZ2bZsoDBHJmIATWk&filename=th2,https://page.kakao.com/home?seriesId=53504906
270,핫차!핫차! 차나무生,차나무,차나무,드라마만화,"노는 게 제일 좋아♪♬
어른이 모여라~!
하낫 둘 세엣! 즐거워~!


""어른이 여러분~ 철 든 척 사느냐 무거우 셨죠?
지금 당장 철은 내려놓고 차나무 유치원으로 모여요!""

뜻대로 되는 게 없는 철없는 어른이
차나무의 예측불가 라이프 스토리

<핫차!핫차! 차나무生>.  ",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bhmNUM/hyF21plLqp/vYaGfur0tDtSpUpbkWYKU1&filename=th2,https://page.kakao.com/home?seriesId=55602678
271,쇄룡: 용의 전설,영응,풍행만화,"액션, 무협","백두산 천지의 바닥에는 신비한 힘이 봉인되어있고 천지를 중심으로 9개의 용맥이 존재하는데 9마리의 용이 용맥에 자리 잡고 봉인을 지키고 있다고 한다.
하지만 힘에 눈이 먼 권력자들은 용을 죽이고 봉인을 풀어 그 힘을 손에 넣으려고 애를 써왔고 용과 용맥을 지키기 위해 결성된 ‘수룡족’이 끊임없이 그들과 맞서 싸워왔다. 주인공 공진의 가문은 백룡을 수호하는 수룡족이다. 백룡의 기운이 담긴 백룡의 피를 가진 공진은 우연한 계기에 백룡의 동생인 흑룡의 영혼까지 흡수하게 되는데… 흑룡의 기운이 회복되면 공진은 흑룡의 일부가 되어 목숨을 잃게 된다. 흑룡의 기운이 회복되기까지 한 달, 한 달 안에 실종된 부모님을 되찾고 백룡의 피를 뺏으려는 세력과 싸워야 하며 용을 부활시켜야 한다…",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=Dc4Dd/hyCvfLDMCw/kl0XXbd8F3O2uSMVgTfpH0&filename=th2,https://page.kakao.com/home?seriesId=53724062
272,개인영웅,동호,동호,소년만화,"범죄가 난무하는 무법천지자, 정의가 자취를 감춘 태·평·시!
지금, 이 순간 우리에겐 영웅이 필요하다!
의뢰하면 그것을 접수한 영웅이 배치되는 '개인 영웅' APP!
영웅이 필요했던 태언은 뜻밖의 문자 메시지를 받게 되는데….

'영웅이 되어보지 않겠습니까?'

당신! 위험에 처해있나요? 지금 개인 영웅에게 도움을 요청하세요!!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=Dmt9N/hyCvefbHwJ/hKh3T0M2QApthlS8b46vj1&filename=th2,https://page.kakao.com/home?seriesId=52585939
273,인소의 법칙,"아현,유한려",아현,로맨스,"인터넷 소설 읽기가 취미였던 평범한 학생 함단이.
어느 날 자고 일어나니 옆집에는 아주 예쁜 여학생 반여령이,
학교에는 그 이름도 무시무시한 사대천왕이 나타났다!

하루아침에 소설처럼 뒤바뀐 세계,
그리고 함단이의 역할은 다름 아닌 여주인공 소꿉친구 중 하나.

[인터넷 소설의 법칙!]
여주 친구는 각종 위험에 휩싸인다!

단이의 평화로운 일상을 되찾을 유일한 방법.

“그래! 반여령과 사대천왕하고 엮이지 않는 거야!”

그러나 다짐과는 다르게 그녀의 일상은
강렬한 개성의 사대천왕과 여주인공으로 인해 갈수록 꼬여 가는데……?!

과연 그 결말은?

인기 절정의 웹소설 <인소의 법칙>,
<오!주예수여> 아현 작가의 웹툰으로 재탄생!

==============================

[표지 및 타이틀 로고 디자인] 디자인그룹 헌드레드",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=y6VZV/hyLja299SZ/kUbFD6VlVK3oQE6JDBewfK&filename=th2,https://page.kakao.com/home?seriesId=52610652
274,당신의 이해를 돕기 위하여,"라뇽,이보라",오션,"로맨스, 판타지","왕녀인 바이올렛은 왕실의 막대한 빚을 갚아준
윈터 블루밍과 결혼한다.

결혼식에서 처음 본 윈터에게 반한 바이올렛.
운이 좋다고 생각한 것도 잠시, 
오빠인 에쉬가 왕실 해체를 선언하자
사기꾼이라는 오명을 뒤집어쓴다. 

작위도 얻지 못하고 전 재산만 날린 윈터는
결혼 첫날밤에도 집으로 돌아오지 않는다. 

지옥 같은 결혼생활을 한 지도 3년.

“저 바쁜 남자가 내 장례식엔 와줄까?”

돈을 버는 데만 열중하고, 자신에겐 냉담하기만 한 윈터로 인해
바이올렛은 점차 시들어 간다.

모든 것을 끝내리라 마음먹은 그때, 윈터와 몸이 뒤바뀌는데….

“내가 정말 미쳐버렸나 봐, 이건 망상일까?”",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b0F7b8/hyVkJnaNsY/1bMA4XdRAvX8i5MYFQdxn1&filename=th2,https://page.kakao.com/home?seriesId=56657309
275,폭군의 보호자는 악역 마녀입니다,"만달, 하리,블루라군",라타,"로맨스, 판타지","19금 피폐 로맨스 판타지 소설 속 악역, 
무시무시한 마녀에 빙의했다.
스토리에 따르면 마녀는 자신이 키운 폭군 남주인공에게 죽는 운명!

다행히도 남주인공이 태어나려면 아직 200년이나 남은 상황.

""그럼 느긋하게 대책을 생각해볼까?""

ㅡ 그러나 200년은 순식간에 지나갔고.

어느새 내 눈앞에서 벌벌 떨며 서 있는 7세의 어린 남주가 말했다.

""제가 갑자기 찾아와서 곤란해지신 거 알아요.
죄송해요. 절 궁으로 돌려 보내셔도 괜찮아요...""

뭐야, 이 뽀시래기는...? 어쩌면 나, 조금의 희망은 있는지도?!

음... 우선 잔뜩 겁먹은 이 꼬마부터 달래보자 싶어
내가 할 수 있는 최대한의 상냥함으로 말했다.

""어처구니가 없구나.
내가 너 같은 꼬마 하나 때문에 곤란해질 사람으로 보이느냐?
그리고 어딜 돌아가겠다는 거야? 갈.곳.도.없.는.주.제.에.""

""...!""

갑자기 꼬마가 울먹이기 시작했다.

...어라, 이게 아닌가?;;

+ + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + 

! 빙의한 세계에서 벌어진 생존 MISSION ★ !

  ㅡ 장차 폭군이 될 예정인 남주를 착한 아이로 키워라 !


&#35;로맨스판타지 &#35;힐링물 &#35;육아물 &#35;연상연하 &#35;빙의물",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bOh4De/hy41MhgW8I/UWsfQmQX6Ril8JxTxMXbw0&filename=th2,https://page.kakao.com/home?seriesId=56113952
276,폭군 오빠가 셋이래요,"km, 깨구리,조밀","박하, 은두","로맨스, 판타지","이름조차 없어 수요일로 불리는 요일 노예, 수요일.
작은 반항에 죽을 위기에 처한 그때,

""━드디어 찾았군.""

하루아침에 오빠가 셋이나 생겨 버렸다.

아스카니어 황가의 저주를 풀 유일한 열쇠가 나라고?


""지금 입고 있는 옷이 꽉 끼어서 더는 입지 못하게 될 정도로 건강해질 것.그게 네 첫 번째 숙제란다.”

""걱정 마, 꼬맹아. 못된 악당은 전부 오라버니가 혼내 줄게.”

""병아리 같아. 작고, 약해. 지켜 줄래. 내가 지켜 줄 거야.”


그런데 폭군이라고 불리는 오빠들이 
왜 나한테만 다정한 건데!?

갑자기 생긴 오빠들의 본격 막내 편애 로맨스,
폭군 오빠가 셋이래요.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cluu1h/hzace7C6op/4YEMJoBdI9Qg0PQ5NXWQx0&filename=th2,https://page.kakao.com/home?seriesId=56910985
277,악녀의 남주님,"R수없음,이하론",R수없음,"로맨스, 판타지","유니페 마그놀리아.

여주인공 라엘 카니아의 친구이자 악녀.

소설 속 유니페는
남주 이시드를 사랑하여
그의 사랑을 받는 라엘을 질투해 괴롭히다가
남조 카시안에게

죽임을 당하는 운명이다…

그런데,

""내가 왜 유니페가 된 거야!!""


하지만 다시 생각해보자.

유니페가 죽임을 당하는 건 1년 후니까
일단 이시드를 만나다가
이시드와 라엘이 만나면
빠져나오면 되니까,

일단 만나보는 거야!

그런데,
해도해도 너무 다정하고 따듯한 이 남자와
과연 헤어질 수 있을까?

『악녀의 남주님』 지금부터 시작합니다!
--------------------------------
*매주 수요일 00시에 연재됩니다.*",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=KRMIO/hyLjeqnl48/wuVHHbtBpYPLbi60U7FSTK&filename=th2,https://page.kakao.com/home?seriesId=54129892
278,닥터 최태수,조석호,"임성욱(악어스튜디오), 김한석",드라마만화,"대학병원의 가장 말단 의사, 걸어다니는 깡통― 인턴.

하루하루, 인턴으로서의 고된 나날을 보내던 최태수는 우연히 세계최정상의 흉부외과의사인 '리처드 카프레네'의 임종을 지키게 된다.

이때, 놀랍게도 카프레네의 모든 의학지식이 고스란히 최태수에게 전이되는데…!! 

따뜻한 심장을 지닌 천재흉부외과의, 최태수가 일궈내는 기적의 메디컬 드라마!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bt3Gs8/hyZ8Ar5F17/wvz1ZKcL4k8I6nrc6qVcF1&filename=th2,https://page.kakao.com/home?seriesId=49793269
279,나 혼자 만렙 귀환자,"이지득,허니",Vertwo,소년만화,"전 세계 1억 2천만 명의 인구가 사라졌다. 

[최종 퀘스트 완료 보상 '귀환'이 시작됩니다]

22년 만에 최악의 생존게임을 클리어한 윤상혁.
일일군단, 플레이어 중 최강자라 불리던 그가 돌아왔다.
그 누구도 받지 못한 보상을 통해 모든 것을 가진 채로.

[가면의 군주, 귀환]

나 혼자 만렙, 나 혼자 풀템, 나 혼자 사이다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=jyLnj/hyF26Lplu3/bApeOvk1VyhmRxkZ3whLK0&filename=th2,https://page.kakao.com/home?seriesId=55822637
280,쉬고 싶은 레이디,"솜땀,유인(流人)",최엠제,"로맨스, 판타지","왕, 마법사, 악사, 검사, 부호, 거지, 성녀, 마녀...
수없이 전생을 거듭하며 그녀는 천년을 살았다. 

때론 세상에서 가장 존귀한 자로, 때론 가장 비천한 자로.
그중에서도 53번째 삶은 손꼽힐 정도로 처참하고 괴로웠다.

그리고 다시 시작된 54번째 삶, 그녀는 지쳤다.
“다 귀찮아. 이젠 제발 좀 쉬고 싶어.”

이번만큼은 반드시 게으름뱅이 나무늘보의 삶을 살고자 결심했는데...

“왜 자꾸 귀찮게 하니... 언니 좀 쉬자.”",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=brG0oJ/hyQ9SoRdvH/Ro5jTRXTADsMyKsTU0znA0&filename=th2,https://page.kakao.com/home?seriesId=56673674
281,Retry: 다시 한번 최강 신선으로,"십리검신, 대행도동만",대행도동만,소년만화,"수선계에서 북현선존이라는 별호로 불리며, 신선이 되기 위한 수련을 하고 있던 진범은 마지막 단계에서 심마를 이기지 못하고 실패하여 죽음을 맞이한다. 
그런데, 눈을 뜬 그가 있는 곳은 그가 수선계로 오기 전에 있었던 현대의 지구! 심지어 스무 살 때의 과거의 자신의 몸에서 정신을 차린 진범은 회귀한 것을 깨닫고 자신이 알고 있는 어두운 미래를 전부 바꾸겠다고 다짐한다. 
거기다, 다시 한번 차근차근 최고의 선공으로 수련을 시작하여 이번에야말로 신선이 되겠다고 다짐하는데…",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=blR1Cv/hyATrUQdMT/PGaOJaGAMtfOw168oLbH5k&filename=th2,https://page.kakao.com/home?seriesId=53440960
282,날것 : 공작가의 하녀로 빙의했습니다,주아리,로하,"로맨스, 판타지","남주인공인 줄 알았던 소설 속 최애 캐릭터가, 사실은 서브남이었다?
그것도 모자라, 황태자인 남주에게 반란을 일으키고 처형당하는 엔딩?

‘…나였으면 그를 행복하게 만들어 줬을 텐데….’

서브남앓이를 불쌍하게 본 하늘의 뜻인가?
잠에서 깨어나 보니 소설 속 최애의……

저택 하녀1로 빙의되었다?!

온몸을 갉아먹는 저주, 공작 가문의 수치, 사랑에 굶주린 어린 짐승.
온갖 비극적 설정을 끌어안은 서브남 ‘리안드로 치릴로 벨라비티’의 일생이 한 엑스트라의 등장으로 변해가기 시작하는데,
어째…… 리안드로의 플래그 방향 또한 변하는 것 같은 느낌이…?

비틀리는 소설의 전개와 함께 밝혀지는 끔찍한 저주의 진실은?!

========================================

[표지 및 로고 디자인] 송지혜",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=crGcqz/hyZ8zOlpkB/WydtI102rHTlAHbjQe77PK&filename=th2,https://page.kakao.com/home?seriesId=53401930
283,북검전기,우각,해민,"액션, 무협","무협소설의 최강자 우각의 동명 소설 <북검전기>가 만화로 새롭게 태어나다!

세상을 혼란에 빠뜨린 집단 밀야에 맞서기 위해 중원의 고수들이 모여 만들어낸 북천문!
북천문의 강력한 투쟁으로 밀야는 서서히 그 모습을 감추었고, 북천문은 중원을 평화를 대표하는 집단으로서 강력한 위용을 과시하게 되었다.
그러나 평화가 길어지자 중원의 고수들 사이에서는 북천문에 대한 은밀한 시기가 생겨났고, 결국 북천문의 4대 문주인 진관호는 배신자들에게 둘러싸인 채 스스로 목숨을 끊음으로서 파국의 끝을 맞이하게 된다. 
모두가 떠난 북천문에 홀로 남은 진관호의 아들 진무원(13세)은 무공이라고는 손톱만큼도 알지 못 하는 어린 소년. 그러나 남몰래 아버지가 전수한 고어(古語)를 통해 북천문의 벽에 새겨진 무공을 익히기 시작한다. 
그러던 어느날, 진무원의 앞에 정체를 알 수 없는 한 소녀가 나타나게 되는데…!!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=GF6oX/hyEde5DrJn/FMuVsjsA2pPrjKilv7uCsK&filename=th2,https://page.kakao.com/home?seriesId=54189843
