,title,writer,illustrator,genre,story,platform,thumb,url
0,뽑기로 강해진 SSS급 헌터,"개작가,삼편잡가",윤석준,소년만화,"전 재산을 쏟아부어 헌터로 각성했는데…
전투형 스킬 하나 없는 소통, 인내, 게임 탤런트뿐이라고?
헌터 사무소 영업직 인생은 이제 그만 살고 싶다고...!

간절히 바라면 이루어지는가!
인생 최악의 날, 우주로부터 최강의 스킬을 얻었다!

클래스를 뒤집는 운빨 갓겜이 시작된다.
<뽑기로 강해진 SSS급 헌터>",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cWMZ1u/hzacf6KIXS/oFb85B8p0kdoOL2nUc3OB0&filename=th2,https://page.kakao.com/home?seriesId=57925268
1,이번 생은 가주가 되겠습니다,"앤트스튜디오,김로아","몬, 앤트스튜디오","로맨스, 판타지","“…한번 해 보자. 내가 가주가 되는 거야.”

제국에서 제일가는 가문, 롬바르디의 사생아로 환생한 피렌티아.
게다가 이 가문은 막대한 부는 물론 외교와 문화까지 통달한
말그대로 제국의 역사 자체!

금수저 오브 금수저 인생 당첨!
앞으로는 탄탄대로일 거라 생각했는데….
아버지는 돌아가시고, 친척들은 문전박대,
거기다 그 잘나가던 가문까지 쫄딱 망해 버릴 줄이야!!

분통을 터트리며 술을 조금(?) 많이 마시며 돌아가는 길,
마차에 치여버리기까지!

“이건 해도 해도 너무하잖아….”

하지만 원망도 잠시, 눈을 뜨니 일곱 살로 돌아왔다?!
사랑하는 아버지를 다시 보는 것도 믿기지 않는데,
내가 아버지와 가문을 살릴 수도 있다고?

거기다 회귀 전 가문의 원수,
2황자가 대형견마냥 졸졸 쫓아다니기까지?!

좋아, 이렇게 된 거 2황자도 가문도 다 내 거다!

환생에 회귀까지, 인생 3회차 피렌티아의 가주되기 프로젝트!

**************************

[표지 및 타이틀 로고 디자인] 조정원

**************************

웹툰 [이번 생은 가주가 되겠습니다]는 매주 월요일, 주1회 연재됩니다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cDeRi1/hyVkDNZUdD/WyUnrIQ0gkyKdkLzL5ajh1&filename=th2,https://page.kakao.com/home?seriesId=56566288
2,묵향 다크레이디,"이재헌,전동조",구깃,소년만화,"마교의 교주로서 극강의 무공을 자랑하던 묵향은 적들(혈교)에 의해 생전 처음 보는 생소한 이세계(판타지 세계)로 떨어지게 된다. 그곳에서 엘프, 마법사, 기사, 드래곤 등 새로운 존재들과 만나며... 무림 최고수 묵향이 원래 자신의 세상(무림)으로 돌아가기 위해 긴 모험을 떠나게 된다는 스토리.

한국의 무협소설과 판타지 문학을 사랑하는 수많은 독자들이 기다려왔던 초대형 이벤트― 웹툰계를 뒤흔들 다시없을 프로젝트가 시작된다! 
1999년부터 시작된 전설, 누계부수 300만부... 무협소설과 판타지문학을 접목시킨 기념비적인 장르소설인 [묵향]이 드디어 만화화!! 

한국 무협판타지의 한 획을 그었던 전동조 작가의 메가히트 장르소설 [묵향]을 만화화! 만화의 내용은 원작의 2부격인 [다크레이디] 편에서부터 시작한다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=9Eoo5/hyATyGp2En/pYYjRkJJIrpHEvDible6T0&filename=th2,https://page.kakao.com/home?seriesId=53216022
3,나는 이 집 아이,시야,코튼,"로맨스, 판타지","전생의 기억이 좀 있다는 것만 빼면 평범한(?) 사생아로서 시간을 보내왔다.
그러던 어느 날, 창녀인 어머니가 열한 살이 된 나를 아버지 앞으로 데리고 갔다.

“1만 골드를 줘요.”
“2만 골드를 주지. 대신 이것에서 손 떼.”

차가운 거래에 움츠러들어 있는데 그냥 부자인 줄 알았던 아버지가, 알고 보니 제국 유일의 공작이란다.

이제 난 어떻게 되는 걸까?
내가 정말 이 집 아이일까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cburiM/hy41PLVqom/1BQa5TQO17iJiSIsRTKVr0&filename=th2,https://page.kakao.com/home?seriesId=51415682
4,뒤끝작렬,조석호,안정혁,드라마만화,"“야, 착각하지마. 난 한번도 널 동생으로 생각한 적 없어. 주제를 모르고”
가슴을 파고드는 비수였다. 
한명우.
명석한 두뇌와 재벌가의 자식이었다.
다만 하늘은 모든 걸 주지않았다.
불치병 수준인 선천적 심장병.
이를 악물고 인정받기 위해 최선 또 최선을 다했다. 
그러나 아버지인 회장을 비롯해 식구 그 누구도 진심으로 대하지 않았다. 

그러던 그가 급작스런 사고를 당했다.
그리고......
치명적인 부상을 당한 대학생 김철민의 몸으로 들어갔다.
 
건강하다.
아니 건강하다못해 넘친다.
잘돌아가는 머리에 체력까지.......

이제 두 마리 토끼를 잡으러 간다.
꼭 두 마리 토끼여야 했다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bndzff/hyQ9LQPstB/zV4B7TOWJmUWA3vdbgD5C1&filename=th2,https://page.kakao.com/home?seriesId=56063788
5,4000년 만에 귀환한 대마도사,"따개비,낙하산",김덕용(REDICE STUDIO),소년만화,"웨스트로드 아카데미의 열등생, 블레이크 가문의 수치.
괴로운 삶을 이기지 못해 죽음을 선택한
프레이 블레이크의 몸에 새로운 영혼이 깃든다.
 
“뭐야, 이 몸뚱이는?
하나부터 열까지 손 봐야겠군.”
 
대마도사 루카스 트로우맨.
 
열등생 프레이 블레이크의 육체로 복수의 기회를 얻다!
 
4000년의 시간을 넘어 귀환한
대마도사의 화려한 액션이 시작된다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=MQg1v/hzb7BfpnWX/5GoYNrCZVkmw6Zw3txDCak&filename=th2,https://page.kakao.com/home?seriesId=54884637
6,8클래스 마법사의 회귀,류송,테스,소년만화,"황제 라그나르와 통일 제국을 위해 손에 피를 묻히길 수십 년.
나는 고향으로 돌아가 속죄하며 죽은 듯이 살고자 했다.

그러나,

“자네는 언제든지 나를, 나의 제국을 집어삼킬 수 있는 8클래스의 대마법사.”
“그런 괴물을 어찌 살려둘 수가 있겠나?”

친구이자 주군이었던 라그나르에게 배신당하고 죽음의 문턱을 넘기 직전,
시간 마법의 주문이 새겨진 단검을 심장에 찔러 넣었다.

‘내가 원했던 참회란, 모든 것을 되돌려놓는 것.’


인류 최초의 8클래스 마법사 이안 페이지.
그가 30년 전 과거로 돌아왔다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=HrHN1/hy41P6FJKt/FCR6J7pW8bFVRQVJx7Mlo0&filename=th2,https://page.kakao.com/home?seriesId=57140255
7,환골탈태,마고(mago),마고(mago),드라마만화,"부드러운 살가죽, 짧고 까칠한 털, 작고 조그만 발....

이 해괴하고 귀여운 생물체는 대체 무엇?!

해골(스켈레톤)은 독립하면서 아기 고양이를 기르기로 한다.

드디어 이사 날에 인간계 대행 서비스를 이용해 받은 아기 고양이!
그런데 몸에 털도 별로 없고... 아기 고양이가 원래 이렇게 생겼었나?

인간계 대행 서비스 센터는 연결이 되지 않고,
졸지에 돌연변이 아기 고양이를 떠맡은 해골!

설상가상 아기 고양이의 울음소리에 옆집에서 항의가 쏟아지는데....

아기 고양이... 키울 수 있을까?!

마계에서 벌어지는 해골과 악마 아담, 서큐버스 릴리의 좌충우돌 아기 고양이 
육아 대작전이 시작합니다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bzScC1/hy41JR2B5d/K77hP8f4CokREaqf4T8o1K&filename=th2,https://page.kakao.com/home?seriesId=51703113
8,더는 못 본 척하지 않기로 했다,"DAMA,율비",이재현,"로맨스, 판타지","회귀하고 나서야 깨달았다.

외도를 저지른 남편은 어떻게든 다시 또 외도를 저지르고,
저 망할 내연녀는 다시 또 내 앞에 나타나고,
내 명줄은 그리 길지 않다는 걸.

""우리 이혼해요."" 

""...뭐?""

""당신에게 줄 돈은 한 푼도 없으니까 내가 사준 것들 전부 내놓고 나가세요.
저기 저 구석에 처박힌 속옷까지 전부, 다.""

""갑자기 왜 이러는 거요?""

""갑자기?""

절로 비틀린 미소가 그려졌다. 원래 염치없는 사람인 줄은 알았지만 이건 좀 심하잖아.

""그건 당신이 더 잘 알겠지, 이 하반신으로 생각하는 짐승 새끼야.""",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=woswI/hzb7tuY1cz/1DwYnd0cgZdm9OdmPHGBQK&filename=th2,https://page.kakao.com/home?seriesId=57673950
9,그 악녀를 조심하세요!,"열매,뽕따맛스크류바",푸른칸나,"로맨스, 판타지","소설 속 희대의 악녀에 빙의했다! 싫냐고? 아니? 좋은데?
공작영애 = 돈 많은 백수인 것을 내가 마다할 리가! 꿀이나 빨면서 여유롭게 살기 딱 좋지 않은가? 원작같은 건 다 떨쳐버리고 나의 삶을 사는거야!

그렇게 다짐했던 내가 이 몸에 빙의한지 얼마 되지 않아 목격한 것은 나의 약혼남이자 원작의 남주인공인 '황태자 이안'의 불륜 현장이었다. 

내가 아닌 다른 여자를 품에 안고 시시덕거리는 그를 보며 나는 눈물……따윈 개뿔, 나오지도 않더라. 내 눈물은 비싸서 저런 쓰레기에게 흘리기엔 아깝거든. 눈물 대신 깊은 빡침을 담은 목소리로 물었다.

""전하는 개자식인가요?""

고구마밭에 떨어진 역대급 사이다 여주! 환장하는 원작을 뒤집어 엎기위한 걸크러쉬 그녀!
이유? 여주가 똥차같은 남주들에게 휘둘리기엔 너무 아까웠거든.

원작 여주에게 꼬이는 똥차들을 치우는 그녀와, 그녀만을 바라보는 늑댕이 한마리의 이야기!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b9wDps/hyVkKzLpZS/aXx0NSbjgedCXjciKvwkfk&filename=th2,https://page.kakao.com/home?seriesId=54439672
10,불패검선,"FIST CAT,적하",김찬영,"액션, 무협","시골 객점의 아들 송우문.
어릴 적부터 몸이 약했던 그는
어느 날 노도사가 그려 주고 간
산수화를 보고 바보가 된다.

그렇게 동네에선 바보라 놀림받고
부모에겐 한심한 아들로 자라지만

스무 살이 되던 날!
각성과 함께 산수화 속 절대무공을 꽃피운다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=btSOrt/hyCvmExmJH/jRiMA7jJjSnIP0RlHdCVKK&filename=th2,https://page.kakao.com/home?seriesId=55152866
11,그녀와 야수,"홍슬,마지노선",홍슬,"로맨스, 판타지","제국의 시조였던 전설적인 인물 마티나의 죽음으로부터 백 년 후,
마티나는 귀족가의 일개 여식인 아스티나로 환생한다.

전생과 다른 평화로운 일상은 잠시,
아버지의 파산으로 인해 아스티나는
야수의 형상을 한 테리오드 대공에게로 팔려 간다.

“급소를 쳐서 기절시켰어요.”
“기…… 절시키셨다고요?”

하룻밤에 죽어 나갈 것이라는 모두의 예상과 달리
그녀는 화려한 검술로 괴물 테리오드를 제압해
애완동물로 길들이기 시작한다.

“테오, 앉아.”
“컹!”

달빛이 아름다운 어느 밤,
자신을 잘 따르는 테리오드가 기특해
아스티나는 그에게 짧게 입을 맞춰 주는데……

“……테오?”

아스티나의 애완동물이……
사람이 됐다?

결핍된 괴물 남편과 무심한 아내의 본격 조련 로맨스!

==============================

[표지 및 타이틀 로고 디자인] 송가희",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bG5D7g/hyZ8ulUt7R/gNUQYoMgbwuHHzOojHKkQK&filename=th2,https://page.kakao.com/home?seriesId=55566760
12,학사재생,소유현,윰짝짝,"액션, 무협","일곱 번의 밤을 거쳐 천하제일이 된 사내, 황준우.
오랜 싸움 끝에 천지(天地)에서 죽음을 맞이했다.

헌데 눈을 떠 보니 갓난아기!
집안은 천하제일의 황금을 축적한 만금장!
고되기만 하였던 전생과 달리 금수저를 물고 태어나 버렸다!

신명나게 인생을 즐기는 한 사내의 일대기... 가 될 뻔 했으나,
인생은 그리 호락호락하지 않다!

""그런데 아버지, 도대체 공부는...... 왜 시키시는 겁니까?""",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bCVX6Q/hyATuqpQ2h/RGNsYqdzi79pTwbKdyGmT0&filename=th2,https://page.kakao.com/home?seriesId=49039315
13,압도적 그대,꿈꾸는이,웹툰 토연,로맨스,"""과보호 오빠에게 벗어나서 풋풋한 연애를 꿈꾸는 채경!
매번 날아오는 고백 쪽지를 벗어나고자 채경을 방패로 쓰려는 윤우!
두 사람의 달콤하고 코믹한 러브스토리!""


자신을 과보호하는 오빠 덕분에 제대로 된 연애 하나 못 해 본 신채경.
사회 초년생이 되고 오빠에게 벗어나 자유로운 연애와 독립된 나날을 꿈꾸는데!

입사하자마자 신입사원 연례행사인 잘생긴 기획 실장 정윤우에게
고백하기 벌칙에 걸려버린다.

늘 있었던 벌칙일 뿐인 고백을 수행하는데 들려오는
답변은 전혀 예상치 못한 것!!

“사랑합니다, 실장님!”
“좋습니다. 만나보죠, 우리.”

네?! 지금 실장님의 답변은 그게 아니죠!
꿈꾸던 상큼달달한 로맨스가 제대로 꼬여버렸다!!

이제는 오빠가 아닌 정윤우를 벗어나려는 신입 사원 신채경과
뭔가 꿍꿍이가 있는 듯한 기획 실장 정윤우의 아슬아슬한 공개 연애!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dyQm8n/hyZ8A7HAeT/e51HVFQnY2LyshNuoqfaM0&filename=th2,https://page.kakao.com/home?seriesId=55724921
14,이건 명백한 사기결혼이다,"제이드,박해담",배즙,"로맨스, 판타지","가문을 지키기 위한 유일한 방법, 결혼.

딱 1년간 남편이 되어줄 사람을 찾기 위해
정보 길드에 중매를 의뢰했다.

그런데
잘생긴 조건이 흡족하여 결혼했는데,
이 남자 이름이 케레이드가 아니라….

“뭐? 칼리어드 대공?”

그 미친 전쟁광, 살인마….
피를 부르는 악의 화신인
칼·리·어·드 대공 이라니!

토끼 같은 레이린의 목숨 건 계약 결혼, 
<이건 명백한 사기결혼이다>",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b8XUDY/hzacdHFgq0/6K59Mtk85VEQmCLooyEv71&filename=th2,https://page.kakao.com/home?seriesId=53949651
15,모시던 아가씨가 도련님이 되어버렸다,"시그마,태비의별",시그마,"로맨스, 판타지","조연에 빙의한 지 9년 차, 모시던 아가씨가 도련님이 되어 찾아왔다.

*

원작 여주인공의 시녀 생활을 청산한 지도 4년.
웬 잘생긴 남자가 찾아왔다.
그것도, 내가 모시던 아가씨를 닮은 남자가.

“약속을 지키러 왔어, 블레아. 나와 평생을 함께하겠다고 했잖아.”
“설마… 아가씨?”

순간, 남자의 붉은 눈에 이채가 돌았다.
코앞까지 다가온 그가 고개를 기울여 내 머리카락에 입 맞췄다.
그리고 속삭였다.
아주 다정하고 아름다운 목소리로.

“이젠 도련님이라 불러야지.”

……네?

*

원작대로라면 여주인공, 클로이는 후회에 찌든 가족들을 거느리고
남주인공 후보들과 해피라이프를 즐길 수 있었다.

하지만 연재 중지되었던 원작 소설에는 큰 비밀이 있었으니……
여주인공이 알고 보니 남자라면 어떻게 되는 거지?

“크… 클로드, 가족들에게 가보지 않아도 괜찮아요?”
“말했잖아. 필요 없어.”
“그럼 저번에 그 남자분들은…….”
“지금 내 앞에서 다른 남자 이야기를 하겠다고?”

…그 남자들이 원래 당신이랑 이어져야 했을 남주인공들인데요.

“나는 너만 있으면 돼. 다른 건 알 바 아냐.”

가족 후회물의 주인공께서 모든 걸 다 뻥 차 버리고 내 곁에 있겠다고 선언했다.

“그러니, 블레아. 너도 나만 보는 거야.”

전에 없이 다정한 눈 속에 집착이 가득했다.


*********************

로판 화제작 태비의별 작가님의 <모시던 아가씨가 도련님이 되어버렸다> 본격 웹툰화!
빙의된 하녀 블레아와 츤데레 클로이의 티키타카 찐케미를 만나보세요!!

*********************",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=kgsCz/hyQ9Vr8k7X/BZkPQfJRXDKRfX9aj2eQwK&filename=th2,https://page.kakao.com/home?seriesId=55249956
16,녹음의 관,"삵,시야",비누,"로맨스, 판타지","남자주인공에게 트라우마를 남긴 계모의 딸에 빙의했다.
이 모든 것은 내가 열 다섯 살 때 쓴 소설 속 안.
괜찮아, 어떻게든 널 행복하게 만들어줄게.
내가 이 소설의 원작자라고!

""저는 단 한번도 누님을 가족이라 생각한 적이 없습니다.""

남주 행복 프로젝트, 열심히 실천하고 있다고 생각했는데.
왜 나를 가족으로 인정해주지 않는거니?
남주가 공작이 되기 전까지 나, 무사히 살아남을 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=QmCHa/hyLjfWQnOU/n9f2brjdUxZCrSbApRWUFK&filename=th2,https://page.kakao.com/home?seriesId=55889891
17,독고3 [완전판],민(Meen),백승훈,소년만화,"[독고3]
모든 일에 의욕을 잃고 표류하던 태진은 과거 당영고 씨름부 주장이었던 심상윤으로부터
영입 제안을 받게 되고 결국 현실과 타협하고 주먹의 세계에 몸을 담게 된다.
그리고 그 세계에 적응해나가면서 점차 나락으로 떨어짐을 느끼게 되는데...
독고 시리즈 중 가장 처절한 이야기가 펼쳐진다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=iki74/hyATquUtXS/yuLaGvsL04VfHfusl7aOMK&filename=th2,https://page.kakao.com/home?seriesId=48511988
18,레이디 생존의 법칙,"예영,이림",윰윰,"로맨스, 판타지","총 네 번의 환생,
모두 스물다섯 생일을 넘기기 전에 죽음을 맞았다. 
하지만 명부에 적힌 수명은 그보다 훨씬 길었고,
죽음을 관장하는 염라는 이유를 모른다고 한다.
내 인생은 블루 스크린인가.

어쨌거나 결국 생각해낸 묘안, 다섯 번째는 빙의다!
돈과 권력 그리고 기타 등등 모든 것을 지닌 젊은 여자의 몸에 빙의하여
연애도 하면서 가늘고 길게 살겠어!

그러나... 눈을 뜬 후 나는
빌어먹을 염라 놈에게 속았다는 걸 발견했다.

짜릿한 비주얼, 맛있는 막장.
레이디 생존의 법칙.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=gNC0g/hyZ8vENOGS/Kt5V3KLGVsT18aK7l5Od3K&filename=th2,https://page.kakao.com/home?seriesId=55387088
19,신마,황성,황성,"액션, 무협","'신(神)과 마(魔)를 한 몸에 지닌 공전절후의 풍운아가 벌이는 기상천외한 전쟁!'

전 무림을 상대로 한 전쟁에서 결국 목이 잘려 죽는 마교 교주 청풍.
심복 심연도주가 치밀하게 준비한 환생 프로젝트로 다시 살아난 그는
몸무게 300근, 걷기는 커녕 제대로 앉아있기도 힘든 희대의 비만에
무공은 일초반식도 모르는 하북팽가(河北彭家)의 뚱보 공자로 다시 환생한다.

“좋아. 일단 하북팽가부터 접수해주지. 그리고 기다려.
정파, 사파, 흑도, 녹림, 마교.
날 죽이기 위해 한칼이라도 거든 놈들은 하나씩 모조리 손 봐주지…!”

전 무림이 합동하여 간신히 죽인 희대의 풍운아가 다시 살아나 대전쟁을 예고한다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=GhUYg/hzacc9kIOM/5sjC4q3SH1kFNBnZlJubY0&filename=th2,https://page.kakao.com/home?seriesId=57474947
20,핸드메이드,석류스프,냔,"로맨스, 판타지","대한민국, 89세의 할머니는 이승에서 천수를 누리고
고통 없는 좋은 곳에서 편히 쉴... 줄 알았지만?!

""빨리 일어나서 옷 챙겨 입고, 일해!""

열다섯 살, 윈스턴 자작가의 하녀로 회귀한 할미, 아니 하미.
뛰어난 손재주로 자작가 사람들 모두 그녀에게 입덕하는데!
잘생긴데다 잔망도 쩌는 도련님, 카시안이 괴롭혀 오지만
정신은 89세인 하미의 눈에는 그저 손자같아 '오구오구' 귀여울 뿐.
그러던 중, 그녀는 한 점쟁이로부터 회귀의 비밀을 듣게 되는데...

실과 바늘만 있으면 뭐든 만들어 내는,
먼치킨 하녀의 우당탕 핸드메이드 인생!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dWp0l/hzb7svZuFX/KRCG0lvo879CO28AjhZwZK&filename=th2,https://page.kakao.com/home?seriesId=57903146
21,궁 [컬러판],박소희,박소희,로맨스,"입헌군주제의 가상의 대한민국을 배경으로한 대표 글로벌 작품,
<궁>의 신화가 올컬러 리뉴얼판으로 다시 시작됩니다! 

국내 400만부 단행본 판매, 해외 10여개국 수출, 
MBC 드라마 인기리에 방영, 소설 및 뮤지컬 외 각종 매체에서의 발표 등, 
이제는 하나의 브랜드로 자리잡은 메가 히트작의 새로운 재미를 느껴보세요.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=QxTFz/hyEdj6EpG9/ZQ7ZCG53bh79zcSBhdi29k&filename=th2,https://page.kakao.com/home?seriesId=55213891
22,용이 비를 내리는 나라,썸머,썸머,"BL, GL","'용을 깨우는 나라는 태평성대를 누린다.'

국토의 반이 사막인 제국 라한. 
이곳 세계에서는 용이 출현한 나라가 부흥한다는 오랜 전설이 있다. 
그러나 거의 몇 백 년 전을 마지막으로 제국에서는 용이 나타나지 않았다. 

그러던 중 라한에서 용의 부화 조짐이 보이고,
야심가인 황태자는 용의 부화 소식에 누구보다 기뻐한다. 

그러나 그가 대면한 용은 아직 이지 능력도 없는 미성숙한 어린아이의 모습!
용의 성장할 때까지 기다려야 한다는 신관의 간언에 
황태자는 용의 부화 사실을 함구하라 명하고 황궁의 궁 깊숙한 곳에 용을 숨긴다. 

그리고 용의 축일 전야. 
늦은 밤, 황궁에서 일하는 스우는 
태자의 말이 있는 축사에서 정체불명의 어린 소년과 만나는데…!

어린 아이의 모습으로 태어난 용과 
나단과 함께 라한을 떠나고 싶은 소년 스우, 그리고 황태자. 
아름다운 동양의 나라에서 이들이 엮어내는 사랑과 집착의 론도.
************************************************
<소라의 눈>, <해피 버스 데이> 등 인기 만화가 썸머의 최신작!


[로고 및 표지 디자인] 디자인그룹 헌드레드

************************************************

웹툰 [용이 비를 내리는 나라]는 매주 월요일, 주1회 연재됩니다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cGEiH/hyEddlyyun/d9SIWb2NMFeEOjs1FbkYEk&filename=th2,https://page.kakao.com/home?seriesId=50661727
23,우선 남동생부터 숨기자,"자목,채지후",천리,"로맨스, 판타지","하필이면 19금 다공일수 피폐 BL 만화에 수의 하나뿐인 누나로 빙의하고 말았다! 
재수없게도 광공 남주가 끔살시킬 첫 희생자가 누나인 나라니요…. 
이렇게 죽기 싫으니 전략을 짜자. 
우선, 또라이 공의 시야에서 남동생을 숨기는 거야!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cHyfs/hy41GaQT02/8lTAkYiB5MqJuKdoSmJEBK&filename=th2,https://page.kakao.com/home?seriesId=57492806
24,적기사는 눈먼 돈을 좇지 않는다,"송재민,로시원",송재민,"로맨스, 판타지","황실 기사 유디트는 한때 돈만 쥐여 주면 뭐든 했던 쓰레기였다.
황실의 개로, 단장의 도구로, 돈의 노예로 살았다.
가난을 핑계 삼아 죄책감을 버렸다.
그러나 끝에 있던 건 배신과 죽음이었다.

하지만 눈 떠보니 6년의 세월을 회귀해 신입 기사 때로 돌아와 있는데…?

'이제 돈 때문에 움직이는 칼잡이는 되지 않겠어.'

이전과는 다른 생을 살겠다며 다짐하는 유디트 앞에
적기사단장이 나타나 스카우트하는데…….

""합당한 대우를 약속하겠다. 적기사단에 소속을 두지 않겠나?""

흑기사였던 과거를 버리고 적기사로서
눈먼 돈을 좇지 않기로 한 유디트.
이번 생은 후회하지 않는 삶을 살 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cnUpP2/hyZ8tf5D5o/QS4izc4CJMMkDAQn6JZwc0&filename=th2,https://page.kakao.com/home?seriesId=57142071
25,무협지 최고 악당의 귀한 딸입니다,"다우,솔땀",쌀국수,"로맨스, 판타지","부잣집 딸로 환생한 줄 알았건만, 무협지 최고 악당의 딸로 태어났다?!
무관심한 아빠, 결국 날 죽이는 오빠,
살아남기 위해선 어서 무공을 익혀 튀어야 하는데...!
이 두 빠빠... 왜 자꾸 날 귀여워하는겨?!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=lWicI/hyVkMEr8SS/IyfPizB3MYXRTGLAG0X3DK&filename=th2,https://page.kakao.com/home?seriesId=56762916
26,천인의 신부,문솔,희명,"로맨스, 판타지","“나는 네 남편이 될 자다.”

채나라의 적통 공주인 ‘채연’은 어린 시절 황후인 어머니를 일찍 여의고, 황제에게 사랑받는 총비 ‘고 귀비’에게 목숨을 위협당하며 궁에서 살아왔다.
자신, 그리고 사랑해 마지않는 동생 ‘성종’의 운명을 바꾸기 위해 천인의 신부가 되기로 마음먹은 채연은 제천 의식을 올리고 사당으로 향한다. 하지만 고 귀비는 채연이 천인의 신부가 되어 새로운 권위를 얻는 것을 저지하고자 병사들을 보내 채연을 쫓는데… 사당으로 향하던 채연이 고 귀비의 병사들에게 붙잡히려던 찰나, 날개를 단 남자가 나타나 채연을 구해준다. ‘네 남편이 될 자’라고 소개한 그 남자는 병사들을 따돌리고는 채연을 데리고 가버리고, 채연은 정신을 잃는다. 다음 날 채연이 눈을 뜬 곳은 낯선 침대였는데…!

목숨을 바쳐서라도 운명을 바꾸려는 공주,
그리고 천 년 전 사랑하던 연인을 잃고 외로이 살아가던 천인과의 3년간의 계약 혼인!

천인의 신부 ⓒ 문솔, 희명 / 학산문화사",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bjVdJy/hyZ8tUUZ5V/skLruhRdIujVH996Dzxvw1&filename=th2,https://page.kakao.com/home?seriesId=55705058
27,무련전봉,막묵,벽가벽,"액션, 무협","제자들의 경쟁이 심하기로 이름난 능력지상주의 문파 ‘능소각’. 
3년이나 수련을 했지만 종파에서 수련 등급이 가장 뒤처져 동기들에게 갖은 수모를 당하던 ‘양준’은 어느 날 의문의 서책 한 권을 발견한다. 
그 서책에는 무도(武道)를 익히는 수련법과 정체 모를 힘이 숨겨져 있는데…… 

과연 ‘양준’은 그 서책을 통해 무도(武道)를 익히고, 험난하고 외로운 싸움에서 무도(武道)의 최고봉까지 올라설 수 있을 것인가?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bcSC27/hyCRfdqzwh/7zTlZUHyj50iUEd4kqJfyK&filename=th2,https://page.kakao.com/home?seriesId=53483967
28,다시 한번 아이돌,"메이 스튜디오,틴타",메이 스튜디오,드라마만화,"데뷔를 눈앞에 둔 아이돌 그룹의 멤버 ‘서현우’. 프로필 촬영 날 현장 당시의 사고로 인해 한쪽 얼굴에 흉측한 흉터가 생겨 데뷔의 꿈이 무너지게 된다. 매니저의 권유로 아이돌 트레이너를 맡게 되지만 누추한 나날들을 슬픔으로 보내던 어느 날, 담당 아이돌 그룹을 따라 해외로 떠나는 비행기에 올랐으나, 갑작스러운 이변으로 비행기 추락사고가!!! 

 그런데...
 “너 아까부터 잠꼬대를 왜 이렇게 시끄럽게 하냐?”
 “돌았냐느니, 돌아간다느니....”

 정신을 차려보니 한참 데뷔조에 들기 위해 준비하고 있었던 19살 때로 회귀하게 됐다...?  외모는 19살의 외모를 가졌지만, 회귀 전 트레이너 경험으로 다져진 아이돌 서현우. 
그가 다시 한번 아이돌이 되기 위한 성장 이야기!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cXUoze/hy41PZ2lMh/DdS2BlmZjHKkMUCEvBHC71&filename=th2,https://page.kakao.com/home?seriesId=57711142
29,레벨업 못하는 플레이어,"앵무새,가빈지","박정재, 스튜디오 크힛",소년만화,"18세의 나이에 '플레이어'로 각성한 김기규.

'탑'을 오르고 '게이트'를 닫으며 인생이 탄탄대로일 줄 알았는데...

튜토리얼을 아무리 클리어해도 레벨1.

1일 1고블린을 해도 레벨1.

5년이 지나도 레벨1.

""누가 알았겠냐고, 이런 플레이어가 있는지.""

그 누구도 몰랐다.

탑을 뒤흔들 레벨1의 역대급 반전 능력을!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bjInsQ/hyORYE18fc/SHV461YOWiyk8bb1avebP1&filename=th2,https://page.kakao.com/home?seriesId=56611441
