,title,writer,illustrator,genre,story,age
321,아찔한 전남편,별규,여백,"스토리, 로맨스","국민 여배우 하은설.여배우 전성기 시절 남편과 첫눈에 반해서 결혼했고, 1년 만에 헤어졌다.대한민국 톱배우였던 하은설의 입지는 바닥까지 추락했다.하지만 하은설, 악착같이 일어나 재기에 성공했다!그리고 4년 뒤, …그가 다시 나타났다.전남편의 유혹에 넘어가지 않기 위한 은설의 힘겨운 사투!과연 성공할 수 있을까?",15세 이용가
322,다름이 아니라,해미,해미,"스토리, 드라마","어린 시절, 반 아이들에게 '다름'의 초능력을 자랑하려다 거짓말쟁이로 몰리게 된 '천수'. 그 후 동네를 떠났던 천수는 7년 만에 다시 돌아오게 되고 전학 간 학교에서 다름과 재회한다. 반가운 다름과 반대로 천수는 계속 다름을 피하기만 하는데... 넌 다름이 아니라 외계인이잖아!",전체연령가
323,백년게임,하람,지야,"스토리, 판타지","""당신의 게임은 여기까지군요"" 백 년마다 열리는 소원 그 이상을 이뤄주는 대회, 최종 우승자는 단 한 명.소년 한시준, 가족을 구하기 위해 모든 것을 걸고 치열한 전투에 뛰어든다.",12세 이용가
324,나쁜 쪽으로,오은,이세릴,"스토리, 드라마",학급 회비를 훔친 오해를 받는 선에게 마리는 책임을 묻는 대신 기묘한 제안을 한다. 그것은 구원의 손길이었을까 지상최대공모전 장려상 수상작! <나쁜 쪽으로>,12세 이용가
325,꽃 피우는 남자,양하,양하,"스토리, 로맨스",전남친에 대한 미련을 버리지 못하고 있는 대학생 한소이는 복잡한 마음을 정리하고 학업에 집중하려 한다. 학교 수업에 쓰기 위해 동네 어르신을 통해 화분을 얻는 소이. 그런데 사실 그 화분은 어떤 남자의 영혼이 갇혀있는 저주받은 화분이었다.,12세 이용가
326,진짜 정말 맹세코 좋아해,개차반,잠괴물,"에피소드, 로맨스",내 눈 앞에서 사람을 죽인 정체모를 여자. 그녀가 오늘부터 나를 <사랑>하겠다는데?! 약간은 무섭고 약간은 신경쓰이는 정체불명 그녀에게 사랑받는 구주오의 생존 일대기.,15세 이용가
327,"찬란하지 않아도 괜찮아, 새벽컷툰",까마중,까마중,"에피소드, 드라마","대학 졸업 후 3년, 스물일곱이 된 '찬란'. 문화기자로 활동하며 오랜 연인 '도래'와 연애를 이어나가고 있다.모든 게 괜찮은 듯 보이지만, 불쑥불쑥 삶을 위협하는 상처의 조각들.밤이 지나면 아침이 오는 줄 알았는데, 아직은 안개 낀 새벽을 지나야 한다.여전히 찬란하지 않아도 사랑하고, 살아가는 찬란이의 일상 고백록.",전체연령가
328,팬시X팬시,인미,인미,"스토리, 로맨스","어렸을 적부터 '팬시' 덕후로 살아온 한백지, 자신만의 팬시를 만들기 위해 팬시 디자이너가 되었다!그러나 현실은 노답... 팬시 디자이너만 되면 좋아하는 건 뭐든 다 만들 것 같았는데. 현실과 타협하면서 점점 꿈을 잃어가는 백지는, 온스타그램에서 너무나 좋아하는 '도토리라떼'의 그림을 보며 하루하루 힐링한다. 어느 날, 회사에 잘 생기고 일 못하는 신입 후배가 들어온다. 어쩌다 그가 바로 자신에게 늘 영감을 주었던 '도토리라테'라는 걸 알고 놀라는 백지! 이제 드디어 그녀는 '도토리라테'와 함께 새로운 도전을 하기 시작하는데...",전체연령가
329,합법해적 파르페,뼈피살,뼈피살,"스토리, 판타지",비범한 공주님 파르페의 신묘한 모험 판타지,전체연령가
330,킬러방 : 퍼스트 킬,김도연,김도연,"스토리, 액션","특수부대 출신이지만 평범한 회사원 방의강.아내가 싸이코패스를 만나 간신히 도망친 사건을 계기로 범인을 잡겠다고 나서지만 오히려 그들에게 잡히고 만다.하지만 범인들은 서로 싸우다 죽어버리고, 그 때 방의강의 앞에 한 남자가 나타나 킬러컴퍼니에 입사하라며 명함을 건네는데...사고사 전문 성장형 킬러 방의강의 통쾌한 살인청부 스토리가 펼쳐진다.",15세 이용가
331,강림전기 개정기,철무장미,장군,"에피소드, 액션","얼굴 학력 성품 모든 것이 완벽한 전교 1등 우등생 하린.그런 그의 옆자리를 차지한 괴상한 전학생이, 오늘부터 하린을 죽이겠다는데?!무협 소설 <강림전기>에서 튀어나온 악마, 최강림과의 파란만장 학교생활 판타지.",12세 이용가
332,"행운을 빌어요, 용사님!",송현주,송현주,"스토리, 로맨스","전생에 무찌른 마왕이 현생의 직장 상사?!마왕을 무찌른 용사의 기억을 가지고 다시 태어난 평범한 직장인 백영웅!용사의 기억이 도움이 된 건 어릴 적 웹소설을 썼을 때뿐! 영웅은 현실에서 쓸모없는 전생의 기억을 아쉬워하며 가까스로 대기업인 대룡 ENT의 대표 이사 비서실에 취직한다. 그런데 처음 만난 대표 이사 도연화에게 전생에서 경험한 적 있는 긴장감과 떨림을 느끼는데…? 이건 마치, 아주 강한 마수를 마주했을 때와 같아…!!전생 마왕, 대표 이사와 전생 용사, 말단 비서의 지독하게 얽힌 로맨스!",전체연령가
333,매지컬 메디컬,지공,지공,"스토리, 드라마",날 구하러 온 마법 세계 힐러,12세 이용가
334,호랑이형님,이상규,이상규,"스토리, 판타지",신비한 힘을 가진 아이를 이용하여 세상을 지배하려는 반인반수 흰눈썹! 그리고 얼떨결에 아이의 보호자가 된 괴물호랑이 빠르와 착호갑사 지망생 가우리!이제 힘을 합쳐 흰눈썹으로부터 아이와 세상을 지켜라!!!,15세 이용가
335,조조코믹스컷툰,이동건,이동건,"옴니버스, 로맨스","<유미의 세포들> 이동건 작가의 로맨스 시트콤 신작!오늘 할 일을 내일로 미루는 평범한 직장인 은조,그녀와는 다르게 외모와 매너 모든 것을 철저히 관리하는 직장동료 조완.케미 좋은 두 사람의 다양하고 유쾌한 단편들이 여러분들을 기다리고 있습니다.매주 수토! <조조코믹스>에서 단편만화 같은 일상을 즐겨보세요!",전체연령가
336,"2021 최애캐 안녕, 잘 지내니?컷툰",웹툰작가,웹툰작가,"에피소드, 드라마","""잘 지내..? 오늘따라 네가 더 생각난다.""함께 웃고 울었던 웹툰 속 나의 최애캐들.그들은 지금 어떻게 지내고 있을까?우리의 일주일을 책임졌던 최애캐들의 근황을 공개합니다!<2021 최애캐 안녕, 잘 지내니?>",전체연령가
337,프리드로우,전선욱,전선욱,"스토리, 드라마",한태성을 중심으로 벌어지는 다양한 청춘들의 스펙타클한 학원 시트콤 드라마,15세 이용가
338,스퍼맨 : 전하지 못한 이야기,하일권,하일권,"스토리, 판타지",현자단으로부터 또 한번 인류를 구한 스퍼맨이 이번엔 밀실에 갇혔다?낯선 곳에서 눈을 뜬 스퍼맨에게 닥친 현실은 밀폐된 공간과 사라진 동료들.각종 요상하고 민망한(?) 함정과 트랩을 맞닥뜨린 스퍼맨은 새로운 능력자들을 만나 위기를 해결해가는데... 과연 살아서 이 곳을 탈출할 수 있을 것인가!,18세 이용가
339,취사병 전설이 되다,제이로빈,이진수,"스토리, 판타지","대한민국 대표 흙수저, 강성재. 불안하기만 한 군생활에 한줄기 빛처럼 다가온 전설의 취사병이 될 기회!",전체연령가
340,광장,오세형,김균태,"스토리, 액션",‘군계일학’ 정점에서 조직을 떠난 기준.15년만에홀로 복귀한다.,15세 이용가
341,망나니 소교주로 환생했다,대은호,전마두,"스토리, 판타지","무림의 정쟁에 휘말려 독살당한 고금 제일의 기재, 양자각.분명 죽은 줄로 알았으나 정신을 차리게 되고, 자신이 다른 사람의 몸에 들어와 있다는 것을 알게 된다.알고 보니 자신이 있는 곳은 마교, 익힌 무공은 천마신공,이 몸의 주인은 여색을 탐하고 악귀보다 더한 짓을 하는 망나니 소교주?왜 하필이면 마교에다 이 사람인가!?",12세 이용가
342,니나의 마법서랍,랑또,랑또,"스토리, 스릴러","<가담항설> 랑또 작가의 컬러풀하지만 어딘지 오싹한 매지컬 스릴러!니나는 집앞 골목에서 유치뽕짝한 서랍을 줍는다. 그런데 그 안에 '소원을 적으세요.'라고 적혀있는 유치한 디자인의 카드가 세 장.'취업하게 해주세요', '50만원만 주세요', '멋진 남친이 생기게 해주세요'! 그리고 그 모든 소원을 이뤄주는 마법서랍으로 빨려들어가는데..?",15세 이용가
343,노곤하개컷툰,홍끼,홍끼,"에피소드, 일상",귀여운 멍멍이들과 함께하는노곤하지 않은 일상 이야기,전체연령가
344,스터디그룹,신형욱,유승연,"스토리, 액션",우등생을 꿈꾸는 최강 소년의 고교액션활극.공부를 잘 하고 싶지만 애석하게도 싸움 실력에만 재능이 몰빵된 고등학생 윤가민.똥통학교 유성공고에서 스터디그룹을 만드는데….그와 스터디 멤버들의 (진짜로) 피튀기는 입시이야기!,15세 이용가
345,힙한남자,혜니,혜니,"스토리, 로맨스","국내 요가복 회사 2위 ‘립앤힙’의 대표인 성가은,그토록 찾던 물복반 딱복반 엉덩이를 만나다..?!<구구까까> 혜니 작가의 신작!",15세 이용가
346,최면학교,박은혁,박은혁,"스토리, 개그","'지금부터 당신은 최면에 빠집니다...'최면능력을 가진 주인공 김찬규는 여자에게 인기를 얻고 싶어 열심히 최면을 이용해보지만 매번 뜻대로 되지 않는다. 거듭되는 실패 속에 만난 비범한 능력의 소녀와 김찬규, 특별하지만 안타까운 그들의 이야기. 이것은 개그만화가 아닙니다!",15세 이용가
347,초인의 시대,섭이,섭이,"스토리, 액션","지구에 근원 모를 괴물들이 출현하고그들을 제압하는 '초인'들 또한 등장한다.정체불명의 괴물과 초인, 바야흐로 '초인의 시대'가 도래한다!",15세 이용가
348,윌유메리미,마인드C,마인드C,"에피소드, 일상","외모는 상남자, 마음은 감성소녀 윌.외모는 청순녀, 마음은 터프가이 메리! 서울 부산 띠동갑 커플의 리얼 연애 일기",전체연령가
349,나이트런,김성민,김성민,"스토리, 판타지",우주력 430년. 성간이동이 가능해져 별과 별을 이동하는 시대인간은 괴수와 싸우고 있다. 기사와 함께.광활한 우주를 배경으로 판타지 SF가 다가온다.,15세 이용가
350,은둔코인,HD3,HD3,"스토리, 드라마","은둔형 외톨이이자 완포세대인 청년 '구석기'. 무리하게 투자한 코인은 떡락하고, 하루하루 무의미한 삶을 보내던 어느 날. 집에 처박혀 허송세월 흘려버린 날들을 능력치로 교환할 수 있는 기적의 '은둔코인' 앱을 얻게 되는데. 과연 석기는 포기하며 살아온 것들을 다시 손에 넣을 수 있을 것인가!",전체연령가
351,나를 바꿔줘,이지호,호띠,"스토리, 드라마","수상한 생명보험에 드는 조건으로, 하루 아침에 내가 원하는 외모로 살 수 있게 된다면? 인생을 바꾸기 위해 얼굴을 훔치다!",15세 이용가
352,존잘주의,령,령,"스토리, 로맨스",외모로 고통받던 나에게 악마가 나타나 매력적인 제안을 한다!클릭 한번으로 내가 원하는 외모로 만들 수 있다고?CUTE SEXY PURE LUXURY! 스탯을 올려 원하는 외모를 만들라고?!그런데 있잖아..예뻐지기만 하면 행복해질 줄 알았는데...그게 아닌걸까?,15세 이용가
353,반드시 해피엔딩,플아다,재림,"스토리, 로맨스","쇼윈도 부부를 끝내는 날, 남편이 죽었다.슬픔에 잠긴 아내, 연우에게 100일의 시간이 다시 찾아온다!연우는 남편, 선재의 죽음을 막기 위해 고군분투하는데… 두 번째 인생에서야 겨우 시작된 ‘진짜’ 결혼생활.뒤늦게 썸 타는 부부의 아슬아슬 안달복달 생명유지 로맨스.‘이번 생은 내가 반드시 해피엔딩으로 해줄 거예요!’",15세 이용가
354,어글리후드,미애,미애,"스토리, 판타지","외계인이 유일신으로 군림한 미친 세상, 바꾸고싶다면 사탄이 되어라",12세 이용가
355,탑코너,윤성,라군,"스토리, 스포츠",수학 천재의 킥오프! 꿈을 좇는 소년들의 축구드라마,전체연령가
356,좀비 파이트,이저녁,이저녁,"스토리, 액션","이안은 삶이 힘들어질수록 감정을 끄며 버텨낸다.아버지의 폭력과 빚더미 뿐인 집안... 불행은 계속되었고 그의 신체는 점점 무감각해졌다.통증까지 무감각해진 이안은 우연히 불법 격투 현장을 지나가다 제안을 받는다.""경기에 참가하면, 이 바닥에 있는 돈 전부 줄게.""불법 격투 경기장에서 살아남아야만 하는 그의 생존기가 시작된다!",15세 이용가
357,피라미드 게임휴재,달꼬냑,달꼬냑,"스토리, 스릴러","매달 마지막 주 목요일 5교시, 잔혹한 서열게임이 시작된다.이 섬뜩한 교실에서 전학생 성수지는 살아남을 수 있을까?",15세 이용가
358,"나태 공자, 노력 천재 되다",doip,도도문,"스토리, 판타지",잠을 도피처로 삼아 온 소년 아이른 파레이라.사람들은 그를 나태 공자라 부르며 조롱했지만 그는 변할 생각이 없었다.어느 날 어느 검사의 꿈을 꾸기 전까지는...그것은 그저 묵묵히 수십 년간 검을 휘두르며 단련하는 한 재능 없는 사내에 관한 꿈이었다.,전체연령가
