,title,img_src,url,platform
59,갓핑크,https://shared-comic.pstatic.net/thumb/webtoon/715159/thumbnail/thumbnail_IMAG10_320c4a09-d0d3-43b1-be41-f713846ee0f9.jpg,https://comic.naver.com/webtoon/list?titleId=715159,naver
60,어른의 계절,https://shared-comic.pstatic.net/thumb/webtoon/740135/thumbnail/thumbnail_IMAG10_49bc1138-6218-4755-b951-432dba04a75e.jpg,https://comic.naver.com/webtoon/list?titleId=740135,naver
61,누군가의 로섬,https://shared-comic.pstatic.net/thumb/webtoon/742888/thumbnail/thumbnail_IMAG10_863d6e45-168d-43e6-820c-47fc1fe30a1f.jpg,https://comic.naver.com/webtoon/list?titleId=742888,naver
62,고래별,https://shared-comic.pstatic.net/thumb/webtoon/729767/thumbnail/thumbnail_IMAG10_e9afa12f-a8a7-456e-a9e3-cf4c3ac09a4c.jpg,https://comic.naver.com/webtoon/list?titleId=729767,naver
63,불릿 6미리,https://shared-comic.pstatic.net/thumb/webtoon/738843/thumbnail/thumbnail_IMAG10_59c8f980-8206-4702-b824-e4fe5a81b947.jpg,https://comic.naver.com/webtoon/list?titleId=738843,naver
64,더 트웰브,https://shared-comic.pstatic.net/thumb/webtoon/747637/thumbnail/thumbnail_IMAG10_90b0c422-2623-4763-a458-fc490877b44d.jpg,https://comic.naver.com/webtoon/list?titleId=747637,naver
65,각자의 디데이,https://shared-comic.pstatic.net/thumb/webtoon/749055/thumbnail/thumbnail_IMAG10_0044b373-58c8-4a94-b764-cfdde8b59d79.jpg,https://comic.naver.com/webtoon/list?titleId=749055,naver
66,노선도,https://shared-comic.pstatic.net/thumb/webtoon/745473/thumbnail/thumbnail_IMAG10_3dbe87d0-c7f5-4f5d-b635-da0be423cf52.jpg,https://comic.naver.com/webtoon/list?titleId=745473,naver
67,말하는대로,https://shared-comic.pstatic.net/thumb/webtoon/761596/thumbnail/thumbnail_IMAG10_0263996f-e253-494b-936b-9093f5972da9.jpg,https://comic.naver.com/webtoon/list?titleId=761596,naver
68,연주동 일가족 살인사건,https://shared-comic.pstatic.net/thumb/webtoon/773648/thumbnail/thumbnail_IMAG10_2e872631-dbed-4966-b592-604a21052e95.jpg,https://comic.naver.com/webtoon/list?titleId=773648,naver
69,의도적 외면,https://shared-comic.pstatic.net/thumb/webtoon/773650/thumbnail/thumbnail_IMAG10_fb5a199e-53bc-45ff-8d6d-fa2244ddb542.jpg,https://comic.naver.com/webtoon/list?titleId=773650,naver
